Ticket ID,Status,Priority,Source,Topic,Product Group,Support Level,Agent Group,Agent Name,Country,Latitude,Longitude,Created Time,Expected First Response By,First Response Time,First Response SLA Status,Expected Resolution By,Resolution Time,Resolution SLA Status,Close Time,First Response Time (Minutes),First Response SLA Buffer (Minutes),Resolution Time (Hours),Resolution SLA Buffer (Hours),Response to Resolution (Hours),Resolution to Close (Hours),Total Lifecycle (Hours),Created Day of Week,Created Hour,Is Weekend,Agent Interactions,Survey Result,Response Check,Resolution check,Close time check
1575,Resolved,High,Email,Feature request,Custom software development,Tier 1,1st line support,Sheela Cutten,Italy,43.036776,12.678565,3/12/2023 3:04:01,3/12/2023 4:04:01,3/12/2023 3:31:01,Within SLA,3/14/2023 3:04:01,3/15/2023 23:42:25,SLA Violated,,27,33,92.64,-44.64,92.19,,,Sunday,3,Yes,3,,Good,Good,N/A
1576,Resolved,Low,Email,Purchasing and invoicing,Ready to use Software,Tier 2,2nd line support,Michele Whyatt,Austria,47.6964719,13.3457347,3/12/2023 1:00:06,3/12/2023 2:00:06,3/12/2023 1:46:15,Within SLA,3/14/2023 1:00:06,3/12/2023 5:29:28,Within SLA,,46.16,13.84,4.49,43.51,3.72,,,Sunday,1,Yes,2,,Good,Good,N/A
1577,Closed,Medium,Email,Bug report,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,3/12/2023 19:12:49,3/12/2023 20:12:49,3/12/2023 19:48:43,Within SLA,3/14/2023 19:12:49,3/13/2023 3:38:18,Within SLA,3/18/2023 7:48:25,35.91,24.09,8.42,39.58,7.83,124.17,132.59,Sunday,19,Yes,8,3,Good,Good,Good
1581,Closed,Low,Email,Bug report,Ready to use Software,Tier 2,2nd line support,Michele Whyatt,Bulgaria,42.7249925,25.4833039,3/13/2023 15:58:26,3/13/2023 16:58:26,3/13/2023 16:19:07,Within SLA,3/15/2023 15:58:26,3/14/2023 23:11:28,Within SLA,3/16/2023 15:44:35,20.68,39.32,31.22,16.78,30.87,40.55,71.77,Monday,15,No,6,4,Good,Good,Good
1582,Resolved,Low,Phone,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Nicola Wane,Poland,52.536273,19.050639,3/13/2023 11:05:16,3/13/2023 11:07:16,3/13/2023 11:05:29,Within SLA,3/15/2023 11:05:16,3/15/2023 9:34:07,Within SLA,,0.22,1.78,46.48,1.52,46.48,,,Monday,11,No,3,,Good,Good,N/A
1583,Closed,Medium,Chat,Training request,Training and Consulting Services,Tier 1,1st line support,Kristos Westoll,Poland,52.536273,19.050639,3/13/2023 5:33:38,3/13/2023 5:35:38,3/13/2023 5:35:00,Within SLA,3/14/2023 5:33:38,3/14/2023 0:01:28,Within SLA,3/17/2023 6:57:34,1.37,0.63,18.46,5.54,18.44,78.94,97.4,Monday,5,No,3,5,Good,Good,Good
1584,In progress,Low,Chat,Feature request,Other,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,3/13/2023 13:19:39,3/13/2023 13:21:39,3/13/2023 13:20:29,Within SLA,3/14/2023 13:19:39,,SLA Violated,,0.83,1.17,,,,,,Monday,13,No,9,,Good,N/A,N/A
1585,Closed,Low,Email,Product setup,Training and Consulting Services,Tier 2,2nd line support,Michele Whyatt,Slovenia,46.1491664,14.9860106,3/13/2023 21:36:55,3/13/2023 22:36:55,3/13/2023 22:31:55,Within SLA,3/15/2023 21:36:55,3/14/2023 19:08:44,Within SLA,3/16/2023 16:20:17,54.99,5.01,21.53,26.47,20.61,45.19,66.72,Monday,21,No,6,2,Good,Good,Good
1586,Open,Medium,Email,Product setup,Ready to use Software,Tier 1,1st line support,Nicola Wane,Greece,39.368279,21.863141,3/13/2023 17:00:43,3/13/2023 18:00:43,,SLA Violated,3/15/2023 17:00:43,,SLA Violated,,,,,,,,,Monday,17,No,,,N/A,N/A,N/A
1587,Closed,Medium,Email,Pricing and licensing,Other,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,3/13/2023 8:21:06,3/13/2023 9:21:06,3/13/2023 9:04:46,Within SLA,3/15/2023 8:21:06,3/13/2023 12:09:45,Within SLA,3/15/2023 15:22:43,43.66,16.34,3.81,44.19,3.08,51.22,55.03,Monday,8,No,8,3,Good,Good,Good
1588,Resolved,Low,Chat,Purchasing and invoicing,Ready to use Software,Tier 2,2nd line support,Heather Urry,Greece,39.368279,21.863141,3/13/2023 15:59:29,3/13/2023 16:01:29,3/13/2023 16:00:42,Within SLA,3/14/2023 15:59:29,3/15/2023 7:19:23,SLA Violated,,1.21,0.79,39.33,-15.33,39.31,,,Monday,15,No,4,,Good,Good,N/A
1589,Closed,Low,Chat,Feature request,Other,Tier 1,1st line support,Sheela Cutten,Greece,39.368279,21.863141,3/13/2023 20:46:16,3/13/2023 20:48:16,3/13/2023 20:47:37,Within SLA,3/14/2023 20:46:16,3/14/2023 16:57:26,Within SLA,3/16/2023 0:58:51,1.35,0.65,20.19,3.81,20.16,32.02,52.21,Monday,20,No,8,2,Good,Good,Good
1590,In progress,Low,Email,Purchasing and invoicing,Training and Consulting Services,Tier 1,1st line support,Nicola Wane,Czech Republic,49.8037633,15.4749126,3/13/2023 10:15:38,3/13/2023 11:15:38,3/13/2023 10:41:31,Within SLA,3/15/2023 10:15:38,,SLA Violated,,25.88,34.12,,,,,,Monday,10,No,2,,Good,N/A,N/A
1591,Closed,Low,Chat,Feature request,Other,Tier 1,1st line support,Sheela Cutten,Italy,43.036776,12.678565,3/13/2023 11:05:15,3/13/2023 11:07:15,3/13/2023 11:06:20,Within SLA,3/14/2023 11:05:15,3/13/2023 18:27:02,Within SLA,3/14/2023 17:06:18,1.08,0.92,7.36,16.64,7.34,22.65,30.02,Monday,11,No,6,3,Good,Good,Good
1592,In progress,Low,Email,Other,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Slovenia,46.1491664,14.9860106,3/13/2023 7:20:49,3/13/2023 8:20:49,3/13/2023 8:03:16,Within SLA,3/15/2023 7:20:49,,SLA Violated,,42.44,17.56,,,,,,Monday,7,No,5,,Good,N/A,N/A
1593,Resolved,Medium,Email,Product setup,Ready to use Software,Tier 2,2nd line support,Michele Whyatt,Italy,43.036776,12.678565,3/14/2023 9:39:52,3/14/2023 10:39:52,3/14/2023 10:12:46,Within SLA,3/16/2023 9:39:52,3/16/2023 6:06:00,Within SLA,,32.9,27.1,44.44,3.56,43.89,,,Tuesday,9,No,1,,Good,Good,N/A
1594,Closed,High,Email,Product setup,Custom software development,Tier 1,1st line support,Kristos Westoll,United Kingdom,55.378052,-3.435973,3/14/2023 10:08:38,3/14/2023 11:08:38,3/14/2023 10:18:40,Within SLA,3/16/2023 10:08:38,3/14/2023 14:26:39,Within SLA,3/21/2023 16:13:27,10.03,49.97,4.3,43.7,4.13,169.78,174.08,Tuesday,10,No,3,5,Good,Good,Good
1595,Resolved,Low,Email,Pricing and licensing,Other,Tier 1,1st line support,Sheela Cutten,Spain,39.67337,-4.767726,3/14/2023 18:42:04,3/14/2023 19:42:04,3/14/2023 19:30:39,Within SLA,3/16/2023 18:42:04,3/16/2023 16:46:56,Within SLA,,48.58,11.42,46.08,1.92,45.27,,,Tuesday,18,No,10,,Good,Good,N/A
1596,Closed,Low,Chat,Product setup,Custom software development,Tier 1,1st line support,Bernard Beckley,Slovenia,46.1491664,14.9860106,3/14/2023 3:18:49,3/14/2023 3:20:49,3/14/2023 3:22:14,SLA Violated,3/15/2023 3:18:49,3/14/2023 4:59:40,Within SLA,3/18/2023 12:26:14,3.42,-1.42,1.68,22.32,1.62,103.44,105.12,Tuesday,3,No,3,3,Good,Good,Good
1597,Closed,Low,Email,Pricing and licensing,Training and Consulting Services,Tier 1,1st line support,Connor Danielovitch,Italy,43.036776,12.678565,3/14/2023 19:42:01,3/14/2023 20:42:01,3/14/2023 20:04:44,Within SLA,3/16/2023 19:42:01,3/16/2023 1:11:49,Within SLA,3/17/2023 22:23:49,22.72,37.28,29.5,18.5,29.12,45.2,74.7,Tuesday,19,No,2,5,Good,Good,Good
1598,Closed,Medium,Email,Product setup,Other,Tier 1,1st line support,Kristos Westoll,Italy,43.036776,12.678565,3/14/2023 12:18:12,3/14/2023 13:18:12,3/14/2023 13:01:04,Within SLA,3/16/2023 12:18:12,3/16/2023 2:47:03,Within SLA,3/20/2023 18:49:42,42.87,17.13,38.48,9.52,37.77,112.04,150.52,Tuesday,12,No,4,3,Good,Good,Good
1599,Closed,Medium,Phone,Product setup,Custom software development,Tier 1,1st line support,Kristos Westoll,Bulgaria,42.7249925,25.4833039,3/14/2023 10:19:11,3/14/2023 10:21:11,3/14/2023 10:21:17,SLA Violated,3/16/2023 10:19:11,3/16/2023 7:07:00,Within SLA,3/16/2023 11:08:15,2.1,-0.1,44.8,3.2,44.76,4.02,48.82,Tuesday,10,No,3,1,Good,Good,Good
1600,Closed,Medium,Email,Other,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,United Kingdom,55.378052,-3.435973,3/14/2023 11:12:15,3/14/2023 12:12:15,3/14/2023 11:37:40,Within SLA,3/16/2023 11:12:15,3/15/2023 2:27:17,Within SLA,3/19/2023 9:35:41,25.42,34.58,15.25,32.75,14.83,103.14,118.39,Tuesday,11,No,2,4,Good,Good,Good
1601,Closed,Low,Email,Product setup,Other,Tier 1,1st line support,Sheela Cutten,Austria,47.6964719,13.3457347,3/15/2023 0:21:06,3/15/2023 1:21:06,3/15/2023 0:31:01,Within SLA,3/17/2023 0:21:06,3/16/2023 10:55:59,Within SLA,3/17/2023 6:27:01,9.91,50.09,34.58,13.42,34.42,19.52,54.1,Wednesday,0,No,2,3,Good,Good,Good
1602,Resolved,High,Email,Feature request,Ready to use Software,Tier 2,2nd line support,Michele Whyatt,Germany,51.165691,10.451526,3/15/2023 0:44:09,3/15/2023 1:44:09,3/15/2023 1:35:42,Within SLA,3/17/2023 0:44:09,3/16/2023 12:29:40,Within SLA,,51.56,8.44,35.76,12.24,34.9,,,Wednesday,0,No,2,,Good,Good,N/A
1603,Resolved,Medium,Email,Feature request,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,3/15/2023 12:59:00,3/15/2023 13:59:00,3/15/2023 13:35:22,Within SLA,3/17/2023 12:59:00,3/20/2023 4:08:16,SLA Violated,,36.36,23.64,111.15,-63.15,110.55,,,Wednesday,12,No,10,,Good,Good,N/A
1604,In progress,High,Email,Product setup,Custom software development,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,3/15/2023 3:33:55,3/15/2023 4:33:55,3/15/2023 3:48:41,Within SLA,3/17/2023 3:33:55,,SLA Violated,,14.77,45.23,,,,,,Wednesday,3,No,9,,Good,N/A,N/A
1605,Closed,High,Phone,Product setup,Custom software development,Tier 1,1st line support,Bernard Beckley,Poland,52.536273,19.050639,3/15/2023 10:58:56,3/15/2023 11:00:56,3/15/2023 11:04:40,SLA Violated,3/17/2023 10:58:56,3/16/2023 2:19:17,Within SLA,3/17/2023 8:48:12,5.74,-3.74,15.34,32.66,15.24,30.48,45.82,Wednesday,10,No,5,3,Good,Good,Good
1606,Resolved,High,Chat,Bug report,Custom software development,Tier 1,1st line support,Bernard Beckley,Italy,43.036776,12.678565,3/15/2023 12:11:12,3/15/2023 12:13:12,3/15/2023 12:12:32,Within SLA,3/16/2023 12:11:12,3/16/2023 3:56:25,Within SLA,,1.34,0.66,15.75,8.25,15.73,,,Wednesday,12,No,3,,Good,Good,N/A
1607,Closed,Low,Email,Pricing and licensing,Custom software development,Tier 1,1st line support,Bernard Beckley,Germany,51.165691,10.451526,3/15/2023 16:08:07,3/15/2023 17:08:07,3/15/2023 16:37:58,Within SLA,3/17/2023 16:08:07,3/17/2023 9:02:37,Within SLA,3/19/2023 5:52:29,29.84,30.16,40.91,7.09,40.41,44.83,85.74,Wednesday,16,No,9,2,Good,Good,Good
1608,Closed,High,Email,Product setup,Ready to use Software,Tier 1,1st line support,Nicola Wane,Austria,47.6964719,13.3457347,3/16/2023 17:09:22,3/16/2023 18:09:22,3/16/2023 17:58:35,Within SLA,3/18/2023 17:09:22,3/18/2023 0:10:53,Within SLA,3/19/2023 5:58:33,49.22,10.78,31.03,16.97,30.2,29.79,60.82,Thursday,17,No,1,1,Good,Good,Good
1609,Resolved,Medium,Chat,Pricing and licensing,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,Slovenia,46.1491664,14.9860106,3/16/2023 20:58:03,3/16/2023 21:00:03,3/16/2023 20:58:17,Within SLA,3/17/2023 20:58:03,3/17/2023 6:49:58,Within SLA,,0.23,1.77,9.87,14.13,9.86,,,Thursday,20,No,6,,Good,Good,N/A
1610,Closed,Low,Chat,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Kristos Westoll,France,48.864716,2.349014,3/16/2023 4:46:12,3/16/2023 4:48:12,3/16/2023 4:46:28,Within SLA,3/17/2023 4:46:12,3/16/2023 12:23:47,Within SLA,3/19/2023 16:08:48,0.26,1.74,7.63,16.37,7.62,75.75,83.38,Thursday,4,No,8,3,Good,Good,Good
1611,Closed,High,Email,Purchasing and invoicing,Custom software development,Tier 1,1st line support,Kristos Westoll,Italy,43.036776,12.678565,3/16/2023 18:51:53,3/16/2023 19:51:53,3/16/2023 19:21:34,Within SLA,3/18/2023 18:51:53,3/17/2023 5:58:32,Within SLA,3/23/2023 6:20:22,29.68,30.32,11.11,36.89,10.62,144.36,155.47,Thursday,18,No,9,3,Good,Good,Good
1612,Resolved,High,Chat,Bug report,Custom software development,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,3/16/2023 2:30:07,3/16/2023 2:32:07,3/16/2023 2:31:43,Within SLA,3/17/2023 2:30:07,3/16/2023 9:24:10,Within SLA,,1.6,0.4,6.9,17.1,6.87,,,Thursday,2,No,4,,Good,Good,N/A
1613,Closed,Medium,Chat,Product setup,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,Bulgaria,42.7249925,25.4833039,3/16/2023 15:56:22,3/16/2023 15:58:22,3/16/2023 15:56:36,Within SLA,3/17/2023 15:56:22,3/17/2023 3:32:43,Within SLA,3/19/2023 8:11:35,0.23,1.77,11.61,12.39,11.6,52.65,64.25,Thursday,15,No,4,4,Good,Good,Good
1614,Resolved,High,Email,Bug report,Custom software development,Tier 1,1st line support,Sheela Cutten,France,48.864716,2.349014,3/16/2023 18:30:18,3/16/2023 19:30:18,3/16/2023 21:29:31,SLA Violated,3/18/2023 18:30:18,3/17/2023 12:24:44,Within SLA,,179.22,-119.22,17.91,30.09,14.92,,,Thursday,18,No,2,,Good,Good,N/A
1615,Closed,Medium,Email,Training request,Training and Consulting Services,Tier 1,1st line support,Connor Danielovitch,Italy,43.036776,12.678565,3/16/2023 13:15:46,3/16/2023 14:15:46,3/16/2023 13:16:49,Within SLA,3/18/2023 13:15:46,3/17/2023 20:06:44,Within SLA,3/21/2023 22:32:53,1.05,58.95,30.85,17.15,30.83,98.44,129.29,Thursday,13,No,1,5,Good,Good,Good
1616,Resolved,Low,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Austria,47.6964719,13.3457347,3/16/2023 6:25:19,3/16/2023 7:25:19,3/16/2023 6:26:39,Within SLA,3/18/2023 6:25:19,3/16/2023 9:04:17,Within SLA,,1.33,58.67,2.65,45.35,2.63,,,Thursday,6,No,1,,Good,Good,N/A
1617,Resolved,Medium,Email,Product setup,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Republic of Ireland,53.094024,-8.019675,3/16/2023 12:36:44,3/16/2023 13:36:44,3/16/2023 12:49:57,Within SLA,3/18/2023 12:36:44,3/16/2023 23:25:33,Within SLA,,13.22,46.78,10.81,37.19,10.59,,,Thursday,12,No,1,,Good,Good,N/A
1618,Closed,Medium,Email,Product setup,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Italy,43.036776,12.678565,3/17/2023 2:32:50,3/17/2023 3:32:50,3/17/2023 3:00:07,Within SLA,3/19/2023 2:32:50,3/22/2023 3:02:30,SLA Violated,3/24/2023 1:48:55,27.28,32.72,120.49,-72.49,120.04,46.77,167.27,Friday,2,No,6,5,Good,Good,Good
1619,Resolved,Low,Email,Product setup,Other,Tier 1,1st line support,Kristos Westoll,Austria,47.6964719,13.3457347,3/17/2023 10:58:28,3/17/2023 11:58:28,3/17/2023 11:04:56,Within SLA,3/19/2023 10:58:28,3/23/2023 0:12:07,SLA Violated,,6.47,53.53,133.23,-85.23,133.12,,,Friday,10,No,6,,Good,Good,N/A
1626,Resolved,High,Email,Feature request,Ready to use Software,Tier 1,1st line support,Nicola Wane,Germany,51.165691,10.451526,3/18/2023 0:21:14,3/18/2023 1:21:14,3/18/2023 0:33:52,Within SLA,3/20/2023 0:21:14,3/18/2023 14:39:42,Within SLA,,12.64,47.36,14.31,33.69,14.1,,,Saturday,0,Yes,2,,Good,Good,N/A
1627,Closed,Low,Email,Product setup,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,Bulgaria,42.7249925,25.4833039,3/18/2023 6:34:51,3/18/2023 7:34:51,3/18/2023 7:05:21,Within SLA,3/20/2023 6:34:51,3/20/2023 5:12:28,Within SLA,3/21/2023 2:40:49,30.5,29.5,46.63,1.37,46.12,21.47,68.1,Saturday,6,Yes,2,4,Good,Good,Good
1628,Resolved,High,Email,Bug report,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Czech Republic,49.8037633,15.4749126,3/18/2023 8:08:35,3/18/2023 9:08:35,3/18/2023 9:00:07,Within SLA,3/20/2023 8:08:35,3/20/2023 4:11:32,Within SLA,,51.54,8.46,44.05,3.95,43.19,,,Saturday,8,Yes,7,,Good,Good,N/A
1629,Closed,Low,Chat,Feature request,Custom software development,Tier 1,1st line support,Bernard Beckley,Slovenia,46.1491664,14.9860106,3/18/2023 23:00:11,3/18/2023 23:02:11,3/18/2023 23:01:34,Within SLA,3/19/2023 23:00:11,3/19/2023 8:24:56,Within SLA,3/25/2023 2:09:46,1.38,0.62,9.41,14.59,9.39,137.75,147.16,Saturday,23,Yes,6,4,Good,Good,Good
1630,Resolved,Low,Phone,Feature request,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Slovenia,46.1491664,14.9860106,3/18/2023 8:59:42,3/18/2023 9:01:42,3/18/2023 9:01:40,Within SLA,3/20/2023 8:59:42,3/18/2023 15:41:59,Within SLA,,1.97,0.03,6.7,41.3,6.67,,,Saturday,8,Yes,2,,Good,Good,N/A
1631,In progress,Low,Phone,Product setup,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,Poland,52.536273,19.050639,3/19/2023 18:00:21,3/19/2023 18:02:21,3/19/2023 18:04:13,SLA Violated,3/21/2023 18:00:21,,SLA Violated,,3.87,-1.87,,,,,,Sunday,18,Yes,1,,Good,N/A,N/A
1632,Resolved,Low,Email,Feature request,Custom software development,Tier 1,1st line support,Sheela Cutten,Germany,51.165691,10.451526,3/19/2023 21:00:31,3/19/2023 22:00:31,3/20/2023 1:55:48,SLA Violated,3/21/2023 21:00:31,3/21/2023 13:11:42,Within SLA,,295.28,-235.28,40.19,7.81,35.27,,,Sunday,21,Yes,2,,Good,Good,N/A
1633,Closed,High,Email,Purchasing and invoicing,Training and Consulting Services,Tier 1,1st line support,Kristos Westoll,United Kingdom,55.378052,-3.435973,3/19/2023 14:00:56,3/19/2023 15:00:56,3/19/2023 14:44:57,Within SLA,3/21/2023 14:00:56,3/20/2023 12:31:49,Within SLA,3/22/2023 21:20:44,44.02,15.98,22.51,25.49,21.78,56.82,79.33,Sunday,14,Yes,4,5,Good,Good,Good
1634,Closed,Medium,Chat,Other,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Bulgaria,42.7249925,25.4833039,3/19/2023 22:55:52,3/19/2023 22:57:52,3/19/2023 23:00:30,SLA Violated,3/20/2023 22:55:52,3/21/2023 6:46:47,SLA Violated,3/21/2023 22:25:45,4.64,-2.64,31.85,-7.85,31.77,15.65,47.5,Sunday,22,Yes,6,4,Good,Good,Good
1635,Closed,Medium,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Greece,39.368279,21.863141,3/19/2023 22:09:59,3/19/2023 23:09:59,3/19/2023 22:28:37,Within SLA,3/21/2023 22:09:59,3/20/2023 11:03:43,Within SLA,3/22/2023 4:18:02,18.63,41.37,12.9,35.1,12.58,41.24,54.13,Sunday,22,Yes,5,5,Good,Good,Good
1636,Closed,Low,Chat,Product setup,Custom software development,Tier 1,1st line support,Connor Danielovitch,Greece,39.368279,21.863141,3/19/2023 22:50:17,3/19/2023 22:52:17,3/19/2023 22:50:35,Within SLA,3/20/2023 22:50:17,3/20/2023 17:39:07,Within SLA,3/24/2023 19:58:49,0.3,1.7,18.81,5.19,18.81,98.33,117.14,Sunday,22,Yes,5,3,Good,Good,Good
1637,In progress,Low,Phone,Product setup,Custom software development,Tier 1,1st line support,Connor Danielovitch,Italy,43.036776,12.678565,3/19/2023 12:53:48,3/19/2023 12:55:48,3/19/2023 12:59:45,SLA Violated,3/21/2023 12:53:48,,SLA Violated,,5.95,-3.95,,,,,,Sunday,12,Yes,3,,Good,N/A,N/A
1638,Closed,Medium,Email,Feature request,Ready to use Software,Tier 1,1st line support,Nicola Wane,Poland,52.536273,19.050639,3/20/2023 13:23:05,3/20/2023 14:23:05,3/20/2023 14:05:28,Within SLA,3/22/2023 13:23:05,3/22/2023 8:53:29,Within SLA,3/26/2023 10:19:09,42.38,17.62,43.51,4.49,42.8,97.43,140.93,Monday,13,No,2,3,Good,Good,Good
1639,In progress,Low,Email,Feature request,Other,Tier 2,2nd line support,Adolpho Messingham,Germany,51.165691,10.451526,3/20/2023 19:10:24,3/20/2023 20:10:24,3/20/2023 19:28:28,Within SLA,3/22/2023 19:10:24,,SLA Violated,,18.07,41.93,,,,,,Monday,19,No,1,,Good,N/A,N/A
1640,Resolved,High,Phone,Product setup,Custom software development,Tier 1,1st line support,Connor Danielovitch,Slovenia,46.1491664,14.9860106,3/20/2023 7:20:34,3/20/2023 7:22:34,3/20/2023 7:21:27,Within SLA,3/22/2023 7:20:34,3/20/2023 17:57:46,Within SLA,,0.89,1.11,10.62,37.38,10.61,,,Monday,7,No,3,,Good,Good,N/A
1641,Resolved,Medium,Email,Product setup,Other,Tier 1,1st line support,Kristos Westoll,Slovenia,46.1491664,14.9860106,3/20/2023 22:27:49,3/20/2023 23:27:49,3/20/2023 22:37:30,Within SLA,3/22/2023 22:27:49,3/21/2023 12:54:25,Within SLA,,9.69,50.31,14.44,33.56,14.28,,,Monday,22,No,10,,Good,Good,N/A
1642,Closed,Low,Phone,Product setup,Training and Consulting Services,Tier 2,2nd line support,Adolpho Messingham,United Kingdom,55.378052,-3.435973,3/20/2023 16:27:35,3/20/2023 16:29:35,3/20/2023 16:28:38,Within SLA,3/22/2023 16:27:35,3/22/2023 3:58:27,Within SLA,3/21/2023 11:47:52,1.04,0.96,35.51,12.49,35.5,-16.18,19.34,Monday,16,No,3,2,Good,Good,Bad
1643,Closed,Low,Chat,Product setup,Custom software development,Tier 1,1st line support,Bernard Beckley,Spain,39.67337,-4.767726,3/20/2023 21:49:15,3/20/2023 21:51:15,3/20/2023 21:49:18,Within SLA,3/21/2023 21:49:15,3/21/2023 18:09:34,Within SLA,3/27/2023 2:31:50,0.05,1.95,20.34,3.66,20.34,128.37,148.71,Monday,21,No,6,3,Good,Good,Good
1644,Closed,Low,Email,Feature request,Other,Tier 1,1st line support,Sheela Cutten,Spain,39.67337,-4.767726,3/20/2023 1:25:09,3/20/2023 2:25:09,3/20/2023 2:23:02,Within SLA,3/22/2023 1:25:09,3/21/2023 21:04:23,Within SLA,3/23/2023 12:14:20,57.88,2.12,43.65,4.35,42.69,39.17,82.82,Monday,1,No,2,3,Good,Good,Good
1645,Closed,Medium,Email,Bug report,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,3/20/2023 18:36:23,3/20/2023 19:36:23,3/20/2023 19:32:39,Within SLA,3/22/2023 18:36:23,3/20/2023 19:28:53,Within SLA,3/25/2023 11:04:25,56.27,3.73,0.88,47.12,-0.06,111.59,112.47,Monday,18,No,5,4,Good,Good,Good
1646,Closed,Low,Email,Purchasing and invoicing,Custom software development,Tier 1,1st line support,Sheela Cutten,France,48.864716,2.349014,3/21/2023 19:11:31,3/21/2023 20:11:31,3/21/2023 20:10:45,Within SLA,3/23/2023 19:11:31,3/23/2023 13:08:32,Within SLA,3/25/2023 1:07:00,59.23,0.77,41.95,6.05,40.96,35.97,77.92,Tuesday,19,No,1,3,Good,Good,Good
1647,Closed,Low,Chat,Feature request,Ready to use Software,Tier 2,2nd line support,Michele Whyatt,Poland,52.536273,19.050639,3/21/2023 0:03:07,3/21/2023 0:05:07,3/21/2023 0:03:38,Within SLA,3/22/2023 0:03:07,3/21/2023 14:27:49,Within SLA,3/21/2023 20:08:11,0.51,1.49,14.41,9.59,14.4,5.67,20.08,Tuesday,0,No,6,3,Good,Good,Good
1648,Closed,High,Phone,Product setup,Ready to use Software,Tier 2,2nd line support,Heather Urry,Germany,51.165691,10.451526,3/21/2023 8:43:34,3/21/2023 8:45:34,3/21/2023 8:43:52,Within SLA,3/23/2023 8:43:34,3/26/2023 13:07:36,SLA Violated,3/27/2023 16:18:22,0.3,1.7,124.4,-76.4,124.4,27.18,151.58,Tuesday,8,No,3,4,Good,Good,Good
1649,Resolved,Low,Chat,Training request,Training and Consulting Services,Tier 1,1st line support,Kristos Westoll,Italy,43.036776,12.678565,3/21/2023 10:42:02,3/21/2023 10:44:02,3/21/2023 10:44:08,SLA Violated,3/22/2023 10:42:02,3/22/2023 10:23:14,Within SLA,,2.09,-0.09,23.69,0.31,23.65,,,Tuesday,10,No,9,,Good,Good,N/A
1650,In progress,Medium,Email,Other,Ready to use Software,Tier 1,1st line support,Bernard Beckley,France,48.864716,2.349014,3/22/2023 4:26:56,3/22/2023 5:26:56,3/22/2023 5:00:30,Within SLA,3/24/2023 4:26:56,,SLA Violated,,33.57,26.43,,,,,,Wednesday,4,No,2,,Good,N/A,N/A
1651,Resolved,Low,Email,Feature request,Other,Tier 1,1st line support,Bernard Beckley,Greece,39.368279,21.863141,3/22/2023 0:13:36,3/22/2023 1:13:36,3/22/2023 0:53:11,Within SLA,3/24/2023 0:13:36,3/23/2023 2:09:23,Within SLA,,39.59,20.41,25.93,22.07,25.27,,,Wednesday,0,No,6,,Good,Good,N/A
1652,Closed,Medium,Chat,Feature request,Custom software development,Tier 2,2nd line support,Heather Urry,Austria,47.6964719,13.3457347,3/22/2023 5:00:47,3/22/2023 5:02:47,3/22/2023 5:02:37,Within SLA,3/23/2023 5:00:47,3/22/2023 14:19:02,Within SLA,3/27/2023 22:56:14,1.84,0.16,9.3,14.7,9.27,128.62,137.92,Wednesday,5,No,6,3,Good,Good,Good
1653,Resolved,Medium,Email,Product setup,Training and Consulting Services,Tier 1,1st line support,Nicola Wane,Greece,39.368279,21.863141,3/22/2023 1:30:24,3/22/2023 2:30:24,3/22/2023 2:17:01,Within SLA,3/24/2023 1:30:24,3/22/2023 5:08:56,Within SLA,,46.61,13.39,3.64,44.36,2.87,,,Wednesday,1,No,2,,Good,Good,N/A
1654,Closed,High,Email,Product setup,Custom software development,Tier 2,2nd line support,Heather Urry,United Kingdom,55.378052,-3.435973,3/22/2023 7:55:34,3/22/2023 8:55:34,3/22/2023 8:43:58,Within SLA,3/24/2023 7:55:34,3/23/2023 12:08:03,Within SLA,3/26/2023 9:47:14,48.4,11.6,28.21,19.79,27.4,69.65,97.86,Wednesday,7,No,8,2,Good,Good,Good
